timp(ms),P(KW),,,
199534,0.4246811,01/07/2024,11:33:03,AM
199544,0.4246811,01/07/2024,11:33:03,AM
199559,0.4246811,01/07/2024,11:33:03,AM
199570,0.4246811,01/07/2024,11:33:03,AM
199581,0.4246811,01/07/2024,11:33:03,AM
199592,0.4246811,01/07/2024,11:33:03,AM
199603,0.4246811,01/07/2024,11:33:03,AM
199614,0.4246811,01/07/2024,11:33:03,AM
199624,0.4246811,01/07/2024,11:33:03,AM
199639,0.4246811,01/07/2024,11:33:03,AM
199649,0.4246811,01/07/2024,11:33:03,AM
199660,0.4246811,01/07/2024,11:33:03,AM
199671,0.4246811,01/07/2024,11:33:03,AM
199682,0.4246811,01/07/2024,11:33:03,AM
199693,0.4246811,01/07/2024,11:33:04,AM
199704,0.4246811,01/07/2024,11:33:04,AM
199719,0.4246811,01/07/2024,11:33:04,AM
199730,0.4246811,01/07/2024,11:33:04,AM
199740,0.4246811,01/07/2024,11:33:04,AM
199751,0.4246811,01/07/2024,11:33:04,AM
199762,0.4246811,01/07/2024,11:33:04,AM
199773,0.4246811,01/07/2024,11:33:04,AM
199784,0.4246811,01/07/2024,11:33:04,AM
199799,0.4246811,01/07/2024,11:33:04,AM
199809,0.4246811,01/07/2024,11:33:04,AM
199820,0.4246811,01/07/2024,11:33:04,AM
199832,0.4246811,01/07/2024,11:33:04,AM
199842,0.4246811,01/07/2024,11:33:04,AM
199853,0.4246811,01/07/2024,11:33:04,AM
199864,0.4246811,01/07/2024,11:33:04,AM
199879,0.4246811,01/07/2024,11:33:04,AM
199889,0.4246811,01/07/2024,11:33:04,AM
199901,0.4246811,01/07/2024,11:33:04,AM
199911,0.4246811,01/07/2024,11:33:04,AM
199922,0.4246811,01/07/2024,11:33:04,AM
199933,0.4246811,01/07/2024,11:33:04,AM
199944,0.4246811,01/07/2024,11:33:04,AM
199959,0.4246811,01/07/2024,11:33:04,AM
199969,0.4246811,01/07/2024,11:33:04,AM
199980,0.4246811,01/07/2024,11:33:04,AM
199991,0.4246811,01/07/2024,11:33:04,AM
200002,0.4246811,01/07/2024,11:33:04,AM
200013,0.4246811,01/07/2024,11:33:04,AM
200024,0.4246811,01/07/2024,11:33:04,AM
200039,0.4246811,01/07/2024,11:33:04,AM
200049,0.4246811,01/07/2024,11:33:04,AM
200060,0.4246811,01/07/2024,11:33:04,AM
200071,0.4246811,01/07/2024,11:33:04,AM
200082,0.4246811,01/07/2024,11:33:04,AM
200093,0.4246811,01/07/2024,11:33:04,AM
200104,0.4246811,01/07/2024,11:33:04,AM
200119,0.4246811,01/07/2024,11:33:04,AM
200129,0.4246811,01/07/2024,11:33:04,AM
200140,0.4246811,01/07/2024,11:33:04,AM
200151,0.4246811,01/07/2024,11:33:04,AM
200162,0.4246811,01/07/2024,11:33:04,AM
200173,0.4246811,01/07/2024,11:33:04,AM
200184,0.4246811,01/07/2024,11:33:04,AM
200195,0.4246811,01/07/2024,11:33:04,AM
200210,0.4246811,01/07/2024,11:33:04,AM
200221,0.4246811,01/07/2024,11:33:04,AM
200232,0.4246811,01/07/2024,11:33:04,AM
200244,0.3946745,01/07/2024,11:33:04,AM
200254,0.3946745,01/07/2024,11:33:04,AM
200266,0.3946745,01/07/2024,11:33:04,AM
200280,0.3946745,01/07/2024,11:33:04,AM
200291,0.3946745,01/07/2024,11:33:04,AM
200302,0.3946745,01/07/2024,11:33:04,AM
200313,0.3946745,01/07/2024,11:33:04,AM
200367,0.3946745,01/07/2024,11:33:04,AM
200380,0.3946745,01/07/2024,11:33:04,AM
200391,0.3946745,01/07/2024,11:33:04,AM
200402,0.3946745,01/07/2024,11:33:04,AM
200413,0.3946745,01/07/2024,11:33:04,AM
200424,0.3946745,01/07/2024,11:33:04,AM
200439,0.3946745,01/07/2024,11:33:04,AM
200450,0.3946745,01/07/2024,11:33:04,AM
200460,0.3946745,01/07/2024,11:33:04,AM
200471,0.3946745,01/07/2024,11:33:04,AM
200483,0.3946745,01/07/2024,11:33:04,AM
200494,0.3946745,01/07/2024,11:33:04,AM
200504,0.3946745,01/07/2024,11:33:04,AM
200519,0.3946745,01/07/2024,11:33:04,AM
200529,0.3946745,01/07/2024,11:33:04,AM
200540,0.3946745,01/07/2024,11:33:04,AM
200551,0.3946745,01/07/2024,11:33:04,AM
200563,0.3946745,01/07/2024,11:33:04,AM
200573,0.3946745,01/07/2024,11:33:04,AM
200584,0.3946745,01/07/2024,11:33:04,AM
200599,0.3946745,01/07/2024,11:33:04,AM
200610,0.3946745,01/07/2024,11:33:04,AM
200620,0.3946745,01/07/2024,11:33:04,AM
200631,0.3946745,01/07/2024,11:33:04,AM
200643,0.3946745,01/07/2024,11:33:04,AM
200654,0.3946745,01/07/2024,11:33:04,AM
200664,0.3946745,01/07/2024,11:33:04,AM
200679,0.3946745,01/07/2024,11:33:04,AM
200689,0.3946745,01/07/2024,11:33:05,AM
200700,0.3946745,01/07/2024,11:33:05,AM
200712,0.3946745,01/07/2024,11:33:05,AM
200722,0.3946745,01/07/2024,11:33:05,AM
200733,0.3946745,01/07/2024,11:33:05,AM
200744,0.3946745,01/07/2024,11:33:05,AM
200759,0.3946745,01/07/2024,11:33:05,AM
200769,0.3946745,01/07/2024,11:33:05,AM
200780,0.3946745,01/07/2024,11:33:05,AM
200791,0.3946745,01/07/2024,11:33:05,AM
200802,0.3946745,01/07/2024,11:33:05,AM
200813,0.3946745,01/07/2024,11:33:05,AM
200824,0.3946745,01/07/2024,11:33:05,AM
200839,0.3946745,01/07/2024,11:33:05,AM
200849,0.3946745,01/07/2024,11:33:05,AM
200860,0.3946745,01/07/2024,11:33:05,AM
200871,0.3946745,01/07/2024,11:33:05,AM
200882,0.3946745,01/07/2024,11:33:05,AM
200893,0.3946745,01/07/2024,11:33:05,AM
200904,0.3946745,01/07/2024,11:33:05,AM
200919,0.3946745,01/07/2024,11:33:05,AM
200929,0.3946745,01/07/2024,11:33:05,AM
200940,0.3946745,01/07/2024,11:33:05,AM
200951,0.3946745,01/07/2024,11:33:05,AM
200962,0.3946745,01/07/2024,11:33:05,AM
200973,0.3946745,01/07/2024,11:33:05,AM
200984,0.3946745,01/07/2024,11:33:05,AM
200999,0.3946745,01/07/2024,11:33:05,AM
201009,0.3946745,01/07/2024,11:33:05,AM
201020,0.3946745,01/07/2024,11:33:05,AM
201031,0.3946745,01/07/2024,11:33:05,AM
201042,0.3946745,01/07/2024,11:33:05,AM
201053,0.3946745,01/07/2024,11:33:05,AM
201065,0.3946745,01/07/2024,11:33:05,AM
201079,0.3946745,01/07/2024,11:33:05,AM
201090,0.3946745,01/07/2024,11:33:05,AM
201100,0.3946745,01/07/2024,11:33:05,AM
201111,0.3946745,01/07/2024,11:33:05,AM
201122,0.3946745,01/07/2024,11:33:05,AM
201133,0.3946745,01/07/2024,11:33:05,AM
201144,0.3946745,01/07/2024,11:33:05,AM
201159,0.3946745,01/07/2024,11:33:05,AM
201169,0.3946745,01/07/2024,11:33:05,AM
201180,0.3946745,01/07/2024,11:33:05,AM
201191,0.3946745,01/07/2024,11:33:05,AM
201203,0.3946745,01/07/2024,11:33:05,AM
201213,0.3946745,01/07/2024,11:33:05,AM
201224,0.3946745,01/07/2024,11:33:05,AM
201242,0.3946745,01/07/2024,11:33:05,AM
201252,0.4301979,01/07/2024,11:33:05,AM
201263,0.4301979,01/07/2024,11:33:05,AM
201274,0.4301979,01/07/2024,11:33:05,AM
201285,0.4301979,01/07/2024,11:33:05,AM
201300,0.4301979,01/07/2024,11:33:05,AM
201310,0.4301979,01/07/2024,11:33:05,AM
201321,0.4301979,01/07/2024,11:33:05,AM
201332,0.4301979,01/07/2024,11:33:05,AM
201343,0.4301979,01/07/2024,11:33:05,AM
201354,0.4301979,01/07/2024,11:33:05,AM
201365,0.4301979,01/07/2024,11:33:05,AM
201413,0.4301979,01/07/2024,11:33:05,AM
201424,0.4301979,01/07/2024,11:33:05,AM
201439,0.4301979,01/07/2024,11:33:05,AM
201450,0.4301979,01/07/2024,11:33:05,AM
201460,0.4301979,01/07/2024,11:33:05,AM
201471,0.4301979,01/07/2024,11:33:05,AM
201483,0.4301979,01/07/2024,11:33:05,AM
201493,0.4301979,01/07/2024,11:33:05,AM
201504,0.4301979,01/07/2024,11:33:05,AM
201519,0.4301979,01/07/2024,11:33:05,AM
201529,0.4301979,01/07/2024,11:33:05,AM
201540,0.4301979,01/07/2024,11:33:05,AM
201551,0.4301979,01/07/2024,11:33:05,AM
201562,0.4301979,01/07/2024,11:33:05,AM
201573,0.4301979,01/07/2024,11:33:05,AM
201584,0.4301979,01/07/2024,11:33:05,AM
201599,0.4301979,01/07/2024,11:33:05,AM
201609,0.4301979,01/07/2024,11:33:05,AM
201620,0.4301979,01/07/2024,11:33:05,AM
201631,0.4301979,01/07/2024,11:33:05,AM
201643,0.4301979,01/07/2024,11:33:05,AM
201653,0.4301979,01/07/2024,11:33:05,AM
201664,0.4301979,01/07/2024,11:33:05,AM
201679,0.4301979,01/07/2024,11:33:05,AM
201689,0.4301979,01/07/2024,11:33:06,AM
201700,0.4301979,01/07/2024,11:33:06,AM
201711,0.4301979,01/07/2024,11:33:06,AM
201722,0.4301979,01/07/2024,11:33:06,AM
201733,0.4301979,01/07/2024,11:33:06,AM
201746,0.4301979,01/07/2024,11:33:06,AM
201759,0.4301979,01/07/2024,11:33:06,AM
201769,0.4301979,01/07/2024,11:33:06,AM
201780,0.4301979,01/07/2024,11:33:06,AM
201792,0.4301979,01/07/2024,11:33:06,AM
201802,0.4301979,01/07/2024,11:33:06,AM
201813,0.4301979,01/07/2024,11:33:06,AM
201824,0.4301979,01/07/2024,11:33:06,AM
201839,0.4301979,01/07/2024,11:33:06,AM
201849,0.4301979,01/07/2024,11:33:06,AM
201860,0.4301979,01/07/2024,11:33:06,AM
201871,0.4301979,01/07/2024,11:33:06,AM
201882,0.4301979,01/07/2024,11:33:06,AM
201893,0.4301979,01/07/2024,11:33:06,AM
201904,0.4301979,01/07/2024,11:33:06,AM
201919,0.4301979,01/07/2024,11:33:06,AM
201929,0.4301979,01/07/2024,11:33:06,AM
201940,0.4301979,01/07/2024,11:33:06,AM
201952,0.4301979,01/07/2024,11:33:06,AM
201962,0.4301979,01/07/2024,11:33:06,AM
201973,0.4301979,01/07/2024,11:33:06,AM
201984,0.4301979,01/07/2024,11:33:06,AM
201999,0.4301979,01/07/2024,11:33:06,AM
202009,0.4301979,01/07/2024,11:33:06,AM
202020,0.4301979,01/07/2024,11:33:06,AM
202031,0.4301979,01/07/2024,11:33:06,AM
202042,0.4301979,01/07/2024,11:33:06,AM
202053,0.4301979,01/07/2024,11:33:06,AM
202064,0.4301979,01/07/2024,11:33:06,AM
202079,0.4301979,01/07/2024,11:33:06,AM
202089,0.4301979,01/07/2024,11:33:06,AM
202100,0.4301979,01/07/2024,11:33:06,AM
202111,0.4301979,01/07/2024,11:33:06,AM
202123,0.4301979,01/07/2024,11:33:06,AM
202134,0.4301979,01/07/2024,11:33:06,AM
202144,0.4301979,01/07/2024,11:33:06,AM
202159,0.4301979,01/07/2024,11:33:06,AM
202169,0.4301979,01/07/2024,11:33:06,AM
202180,0.4301979,01/07/2024,11:33:06,AM
202191,0.4301979,01/07/2024,11:33:06,AM
202202,0.4301979,01/07/2024,11:33:06,AM
202214,0.4301979,01/07/2024,11:33:06,AM
202224,0.4301979,01/07/2024,11:33:06,AM
202235,0.4301979,01/07/2024,11:33:06,AM
202253,0.4469323,01/07/2024,11:33:06,AM
202264,0.4469323,01/07/2024,11:33:06,AM
202275,0.4469323,01/07/2024,11:33:06,AM
202287,0.4469323,01/07/2024,11:33:06,AM
202300,0.4469323,01/07/2024,11:33:06,AM
202311,0.4469323,01/07/2024,11:33:06,AM
202322,0.4469323,01/07/2024,11:33:06,AM
202334,0.4469323,01/07/2024,11:33:06,AM
202344,0.4469323,01/07/2024,11:33:06,AM
202355,0.4469323,01/07/2024,11:33:06,AM
202370,0.4469323,01/07/2024,11:33:06,AM
202381,0.4469323,01/07/2024,11:33:06,AM
202393,0.4469323,01/07/2024,11:33:06,AM
202403,0.4469323,01/07/2024,11:33:06,AM
202464,0.4469323,01/07/2024,11:33:06,AM
202474,0.4469323,01/07/2024,11:33:06,AM
202485,0.4469323,01/07/2024,11:33:06,AM
202500,0.4469323,01/07/2024,11:33:06,AM
202510,0.4469323,01/07/2024,11:33:06,AM
202521,0.4469323,01/07/2024,11:33:06,AM
202533,0.4469323,01/07/2024,11:33:06,AM
202543,0.4469323,01/07/2024,11:33:06,AM
202554,0.4469323,01/07/2024,11:33:06,AM
202565,0.4469323,01/07/2024,11:33:06,AM
202580,0.4469323,01/07/2024,11:33:06,AM
202590,0.4469323,01/07/2024,11:33:06,AM
202601,0.4469323,01/07/2024,11:33:06,AM
202612,0.4469323,01/07/2024,11:33:06,AM
202623,0.4469323,01/07/2024,11:33:06,AM
202634,0.4469323,01/07/2024,11:33:06,AM
202645,0.4469323,01/07/2024,11:33:06,AM
202660,0.4469323,01/07/2024,11:33:06,AM
202670,0.4469323,01/07/2024,11:33:06,AM
202681,0.4469323,01/07/2024,11:33:06,AM
202692,0.4469323,01/07/2024,11:33:07,AM
202703,0.4469323,01/07/2024,11:33:07,AM
202714,0.4469323,01/07/2024,11:33:07,AM
202725,0.4469323,01/07/2024,11:33:07,AM
202740,0.4469323,01/07/2024,11:33:07,AM
202750,0.4469323,01/07/2024,11:33:07,AM
202761,0.4469323,01/07/2024,11:33:07,AM
202772,0.4469323,01/07/2024,11:33:07,AM
202783,0.4469323,01/07/2024,11:33:07,AM
202794,0.4469323,01/07/2024,11:33:07,AM
202805,0.4469323,01/07/2024,11:33:07,AM
202820,0.4469323,01/07/2024,11:33:07,AM
202831,0.4469323,01/07/2024,11:33:07,AM
202841,0.4469323,01/07/2024,11:33:07,AM
202852,0.4469323,01/07/2024,11:33:07,AM
202863,0.4469323,01/07/2024,11:33:07,AM
202874,0.4469323,01/07/2024,11:33:07,AM
202885,0.4469323,01/07/2024,11:33:07,AM
202900,0.4469323,01/07/2024,11:33:07,AM
202910,0.4469323,01/07/2024,11:33:07,AM
202921,0.4469323,01/07/2024,11:33:07,AM
202932,0.4469323,01/07/2024,11:33:07,AM
202943,0.4469323,01/07/2024,11:33:07,AM
202954,0.4469323,01/07/2024,11:33:07,AM
202965,0.4469323,01/07/2024,11:33:07,AM
202980,0.4469323,01/07/2024,11:33:07,AM
202990,0.4469323,01/07/2024,11:33:07,AM
203001,0.4469323,01/07/2024,11:33:07,AM
203012,0.4469323,01/07/2024,11:33:07,AM
203023,0.4469323,01/07/2024,11:33:07,AM
203034,0.4469323,01/07/2024,11:33:07,AM
203045,0.4469323,01/07/2024,11:33:07,AM
203060,0.4469323,01/07/2024,11:33:07,AM
203070,0.4469323,01/07/2024,11:33:07,AM
203081,0.4469323,01/07/2024,11:33:07,AM
203092,0.4469323,01/07/2024,11:33:07,AM
203103,0.4469323,01/07/2024,11:33:07,AM
203114,0.4469323,01/07/2024,11:33:07,AM
203125,0.4469323,01/07/2024,11:33:07,AM
203140,0.4469323,01/07/2024,11:33:07,AM
203150,0.4469323,01/07/2024,11:33:07,AM
203161,0.4469323,01/07/2024,11:33:07,AM
203172,0.4469323,01/07/2024,11:33:07,AM
203183,0.4469323,01/07/2024,11:33:07,AM
203194,0.4469323,01/07/2024,11:33:07,AM
203205,0.4469323,01/07/2024,11:33:07,AM
203220,0.4469323,01/07/2024,11:33:07,AM
203230,0.4469323,01/07/2024,11:33:07,AM
203244,0.3821026,01/07/2024,11:33:07,AM
203254,0.3821026,01/07/2024,11:33:07,AM
203265,0.3821026,01/07/2024,11:33:07,AM
203280,0.3821026,01/07/2024,11:33:07,AM
203290,0.3821026,01/07/2024,11:33:07,AM
203301,0.3821026,01/07/2024,11:33:07,AM
203312,0.3821026,01/07/2024,11:33:07,AM
203323,0.3821026,01/07/2024,11:33:07,AM
203334,0.3821026,01/07/2024,11:33:07,AM
203345,0.3821026,01/07/2024,11:33:07,AM
203360,0.3821026,01/07/2024,11:33:07,AM
203370,0.3821026,01/07/2024,11:33:07,AM
203381,0.3821026,01/07/2024,11:33:07,AM
203392,0.3821026,01/07/2024,11:33:07,AM
203404,0.3821026,01/07/2024,11:33:07,AM
203415,0.3821026,01/07/2024,11:33:07,AM
203425,0.3821026,01/07/2024,11:33:07,AM
203440,0.3821026,01/07/2024,11:33:07,AM
203450,0.3821026,01/07/2024,11:33:07,AM
203461,0.3821026,01/07/2024,11:33:07,AM
203510,0.3821026,01/07/2024,11:33:07,AM
203521,0.3821026,01/07/2024,11:33:07,AM
203532,0.3821026,01/07/2024,11:33:07,AM
203543,0.3821026,01/07/2024,11:33:07,AM
203554,0.3821026,01/07/2024,11:33:07,AM
203565,0.3821026,01/07/2024,11:33:07,AM
203580,0.3821026,01/07/2024,11:33:07,AM
203590,0.3821026,01/07/2024,11:33:07,AM
203601,0.3821026,01/07/2024,11:33:07,AM
203612,0.3821026,01/07/2024,11:33:07,AM
203623,0.3821026,01/07/2024,11:33:07,AM
203634,0.3821026,01/07/2024,11:33:07,AM
203645,0.3821026,01/07/2024,11:33:07,AM
203660,0.3821026,01/07/2024,11:33:07,AM
203671,0.3821026,01/07/2024,11:33:07,AM
203681,0.3821026,01/07/2024,11:33:07,AM
203692,0.3821026,01/07/2024,11:33:08,AM
203703,0.3821026,01/07/2024,11:33:08,AM
203714,0.3821026,01/07/2024,11:33:08,AM
203725,0.3821026,01/07/2024,11:33:08,AM
203740,0.3821026,01/07/2024,11:33:08,AM
203750,0.3821026,01/07/2024,11:33:08,AM
203761,0.3821026,01/07/2024,11:33:08,AM
203772,0.3821026,01/07/2024,11:33:08,AM
203783,0.3821026,01/07/2024,11:33:08,AM
203794,0.3821026,01/07/2024,11:33:08,AM
203805,0.3821026,01/07/2024,11:33:08,AM
203820,0.3821026,01/07/2024,11:33:08,AM
203830,0.3821026,01/07/2024,11:33:08,AM
203841,0.3821026,01/07/2024,11:33:08,AM
203852,0.3821026,01/07/2024,11:33:08,AM
203863,0.3821026,01/07/2024,11:33:08,AM
203875,0.3821026,01/07/2024,11:33:08,AM
203885,0.3821026,01/07/2024,11:33:08,AM
203900,0.3821026,01/07/2024,11:33:08,AM
203910,0.3821026,01/07/2024,11:33:08,AM
203921,0.3821026,01/07/2024,11:33:08,AM
203932,0.3821026,01/07/2024,11:33:08,AM
203943,0.3821026,01/07/2024,11:33:08,AM
203954,0.3821026,01/07/2024,11:33:08,AM
203965,0.3821026,01/07/2024,11:33:08,AM
203980,0.3821026,01/07/2024,11:33:08,AM
203990,0.3821026,01/07/2024,11:33:08,AM
204002,0.3821026,01/07/2024,11:33:08,AM
204012,0.3821026,01/07/2024,11:33:08,AM
204023,0.3821026,01/07/2024,11:33:08,AM
204035,0.3821026,01/07/2024,11:33:08,AM
204045,0.3821026,01/07/2024,11:33:08,AM
204060,0.3821026,01/07/2024,11:33:08,AM
204070,0.3821026,01/07/2024,11:33:08,AM
204081,0.3821026,01/07/2024,11:33:08,AM
204092,0.3821026,01/07/2024,11:33:08,AM
204103,0.3821026,01/07/2024,11:33:08,AM
204114,0.3821026,01/07/2024,11:33:08,AM
204125,0.3821026,01/07/2024,11:33:08,AM
204140,0.3821026,01/07/2024,11:33:08,AM
204150,0.3821026,01/07/2024,11:33:08,AM
204161,0.3821026,01/07/2024,11:33:08,AM
204172,0.3821026,01/07/2024,11:33:08,AM
204183,0.3821026,01/07/2024,11:33:08,AM
204194,0.3821026,01/07/2024,11:33:08,AM
204205,0.3821026,01/07/2024,11:33:08,AM
204220,0.3821026,01/07/2024,11:33:08,AM
204230,0.3821026,01/07/2024,11:33:08,AM
204244,0.3970333,01/07/2024,11:33:08,AM
204254,0.3970333,01/07/2024,11:33:08,AM
204265,0.3970333,01/07/2024,11:33:08,AM
204280,0.3970333,01/07/2024,11:33:08,AM
204290,0.3970333,01/07/2024,11:33:08,AM
204301,0.3970333,01/07/2024,11:33:08,AM
204312,0.3970333,01/07/2024,11:33:08,AM
204323,0.3970333,01/07/2024,11:33:08,AM
204334,0.3970333,01/07/2024,11:33:08,AM
204345,0.3970333,01/07/2024,11:33:08,AM
204360,0.3970333,01/07/2024,11:33:08,AM
204370,0.3970333,01/07/2024,11:33:08,AM
204381,0.3970333,01/07/2024,11:33:08,AM
204392,0.3970333,01/07/2024,11:33:08,AM
204403,0.3970333,01/07/2024,11:33:08,AM
204415,0.3970333,01/07/2024,11:33:08,AM
204426,0.3970333,01/07/2024,11:33:08,AM
204440,0.3970333,01/07/2024,11:33:08,AM
204450,0.3970333,01/07/2024,11:33:08,AM
204461,0.3970333,01/07/2024,11:33:08,AM
204472,0.3970333,01/07/2024,11:33:08,AM
204483,0.3970333,01/07/2024,11:33:08,AM
204494,0.3970333,01/07/2024,11:33:08,AM
204506,0.3970333,01/07/2024,11:33:08,AM
204561,0.3970333,01/07/2024,11:33:08,AM
204571,0.3970333,01/07/2024,11:33:08,AM
204582,0.3970333,01/07/2024,11:33:08,AM
204593,0.3970333,01/07/2024,11:33:08,AM
204604,0.3970333,01/07/2024,11:33:08,AM
204615,0.3970333,01/07/2024,11:33:08,AM
204627,0.3970333,01/07/2024,11:33:08,AM
204641,0.3970333,01/07/2024,11:33:08,AM
204651,0.3970333,01/07/2024,11:33:08,AM
204662,0.3970333,01/07/2024,11:33:08,AM
204673,0.3970333,01/07/2024,11:33:08,AM
204684,0.3970333,01/07/2024,11:33:08,AM
204695,0.3970333,01/07/2024,11:33:09,AM
204706,0.3970333,01/07/2024,11:33:09,AM
204720,0.3970333,01/07/2024,11:33:09,AM
204731,0.3970333,01/07/2024,11:33:09,AM
204742,0.3970333,01/07/2024,11:33:09,AM
204753,0.3970333,01/07/2024,11:33:09,AM
204764,0.3970333,01/07/2024,11:33:09,AM
204775,0.3970333,01/07/2024,11:33:09,AM
204786,0.3970333,01/07/2024,11:33:09,AM
204801,0.3970333,01/07/2024,11:33:09,AM
204812,0.3970333,01/07/2024,11:33:09,AM
204822,0.3970333,01/07/2024,11:33:09,AM
204833,0.3970333,01/07/2024,11:33:09,AM
204844,0.3970333,01/07/2024,11:33:09,AM
204855,0.3970333,01/07/2024,11:33:09,AM
204866,0.3970333,01/07/2024,11:33:09,AM
204881,0.3970333,01/07/2024,11:33:09,AM
204891,0.3970333,01/07/2024,11:33:09,AM
204902,0.3970333,01/07/2024,11:33:09,AM
204913,0.3970333,01/07/2024,11:33:09,AM
204924,0.3970333,01/07/2024,11:33:09,AM
204935,0.3970333,01/07/2024,11:33:09,AM
204946,0.3970333,01/07/2024,11:33:09,AM
204961,0.3970333,01/07/2024,11:33:09,AM
204972,0.3970333,01/07/2024,11:33:09,AM
204982,0.3970333,01/07/2024,11:33:09,AM
204993,0.3970333,01/07/2024,11:33:09,AM
205004,0.3970333,01/07/2024,11:33:09,AM
205015,0.3970333,01/07/2024,11:33:09,AM
205026,0.3970333,01/07/2024,11:33:09,AM
205041,0.3970333,01/07/2024,11:33:09,AM
205051,0.3970333,01/07/2024,11:33:09,AM
205062,0.3970333,01/07/2024,11:33:09,AM
205073,0.3970333,01/07/2024,11:33:09,AM
205086,0.3970333,01/07/2024,11:33:09,AM
205101,0.3970333,01/07/2024,11:33:09,AM
205111,0.3970333,01/07/2024,11:33:09,AM
205122,0.3970333,01/07/2024,11:33:09,AM
205133,0.3970333,01/07/2024,11:33:09,AM
205144,0.3970333,01/07/2024,11:33:09,AM
205155,0.3970333,01/07/2024,11:33:09,AM
205166,0.3970333,01/07/2024,11:33:09,AM
205181,0.3970333,01/07/2024,11:33:09,AM
205191,0.3970333,01/07/2024,11:33:09,AM
205202,0.3970333,01/07/2024,11:33:09,AM
205213,0.3970333,01/07/2024,11:33:09,AM
205224,0.3970333,01/07/2024,11:33:09,AM
205235,0.3970333,01/07/2024,11:33:09,AM
205246,0.433346,01/07/2024,11:33:09,AM
205261,0.433346,01/07/2024,11:33:09,AM
205271,0.433346,01/07/2024,11:33:09,AM
205282,0.433346,01/07/2024,11:33:09,AM
205293,0.433346,01/07/2024,11:33:09,AM
205304,0.433346,01/07/2024,11:33:09,AM
205315,0.433346,01/07/2024,11:33:09,AM
205327,0.433346,01/07/2024,11:33:09,AM
205341,0.433346,01/07/2024,11:33:09,AM
205351,0.433346,01/07/2024,11:33:09,AM
205362,0.433346,01/07/2024,11:33:09,AM
205373,0.433346,01/07/2024,11:33:09,AM
205385,0.433346,01/07/2024,11:33:09,AM
205395,0.433346,01/07/2024,11:33:09,AM
205406,0.433346,01/07/2024,11:33:09,AM
205421,0.433346,01/07/2024,11:33:09,AM
205431,0.433346,01/07/2024,11:33:09,AM
205442,0.433346,01/07/2024,11:33:09,AM
205454,0.433346,01/07/2024,11:33:09,AM
205464,0.433346,01/07/2024,11:33:09,AM
205475,0.433346,01/07/2024,11:33:09,AM
205486,0.433346,01/07/2024,11:33:09,AM
205501,0.433346,01/07/2024,11:33:09,AM
205512,0.433346,01/07/2024,11:33:09,AM
205522,0.433346,01/07/2024,11:33:09,AM
205533,0.433346,01/07/2024,11:33:09,AM
205545,0.433346,01/07/2024,11:33:09,AM
205555,0.433346,01/07/2024,11:33:09,AM
205609,0.433346,01/07/2024,11:33:09,AM
205621,0.433346,01/07/2024,11:33:09,AM
205632,0.433346,01/07/2024,11:33:09,AM
205642,0.433346,01/07/2024,11:33:09,AM
205653,0.433346,01/07/2024,11:33:09,AM
205664,0.433346,01/07/2024,11:33:09,AM
205675,0.433346,01/07/2024,11:33:09,AM
205687,0.433346,01/07/2024,11:33:10,AM
205701,0.433346,01/07/2024,11:33:10,AM
205711,0.433346,01/07/2024,11:33:10,AM
205722,0.433346,01/07/2024,11:33:10,AM
205733,0.433346,01/07/2024,11:33:10,AM
205744,0.433346,01/07/2024,11:33:10,AM
205755,0.433346,01/07/2024,11:33:10,AM
205766,0.433346,01/07/2024,11:33:10,AM
205781,0.433346,01/07/2024,11:33:10,AM
205791,0.433346,01/07/2024,11:33:10,AM
205802,0.433346,01/07/2024,11:33:10,AM
205813,0.433346,01/07/2024,11:33:10,AM
205824,0.433346,01/07/2024,11:33:10,AM
205835,0.433346,01/07/2024,11:33:10,AM
205846,0.433346,01/07/2024,11:33:10,AM
205861,0.433346,01/07/2024,11:33:10,AM
205871,0.433346,01/07/2024,11:33:10,AM
205882,0.433346,01/07/2024,11:33:10,AM
205893,0.433346,01/07/2024,11:33:10,AM
205904,0.433346,01/07/2024,11:33:10,AM
205915,0.433346,01/07/2024,11:33:10,AM
205926,0.433346,01/07/2024,11:33:10,AM
205941,0.433346,01/07/2024,11:33:10,AM
205951,0.433346,01/07/2024,11:33:10,AM
205962,0.433346,01/07/2024,11:33:10,AM
205973,0.433346,01/07/2024,11:33:10,AM
205984,0.433346,01/07/2024,11:33:10,AM
205996,0.433346,01/07/2024,11:33:10,AM
206006,0.433346,01/07/2024,11:33:10,AM
206021,0.433346,01/07/2024,11:33:10,AM
206031,0.433346,01/07/2024,11:33:10,AM
206042,0.433346,01/07/2024,11:33:10,AM
206053,0.433346,01/07/2024,11:33:10,AM
206064,0.433346,01/07/2024,11:33:10,AM
206075,0.433346,01/07/2024,11:33:10,AM
206086,0.433346,01/07/2024,11:33:10,AM
206101,0.433346,01/07/2024,11:33:10,AM
206111,0.433346,01/07/2024,11:33:10,AM
206122,0.433346,01/07/2024,11:33:10,AM
206133,0.433346,01/07/2024,11:33:10,AM
206144,0.433346,01/07/2024,11:33:10,AM
206155,0.433346,01/07/2024,11:33:10,AM
206166,0.433346,01/07/2024,11:33:10,AM
206181,0.433346,01/07/2024,11:33:10,AM
206191,0.433346,01/07/2024,11:33:10,AM
206202,0.433346,01/07/2024,11:33:10,AM
206213,0.433346,01/07/2024,11:33:10,AM
