timp(ms),,sch operatii,task1,repetare,speed,J1,J2,J3,J4,J5,J6,X,Y,Z,,,,,,
18672,op_change,0,to_home,48,0,-0.4686865,21.74554,-10.45525,-0.0007247237,78.71111,-0.5230376,575.9997,-4.712358,546.9863,01/07/2024,11:20:29,,01/07/2024,11:30:02,
18793,op_change,0,to_home,48,0,-0.4686865,21.74554,-10.45525,-0.0004545681,78.7111,-0.5230185,575.9998,-4.7113,546.9863,01/07/2024,11:20:30,,01/07/2024,11:30:03,
18914,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9997,-4.711601,546.9863,01/07/2024,11:20:30,,01/07/2024,11:30:03,
19035,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5230376,575.9988,-4.711596,546.9866,01/07/2024,11:20:30,,01/07/2024,11:30:03,
19156,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9998,-4.71266,546.9863,01/07/2024,11:20:30,,01/07/2024,11:30:03,
19277,op_change,0,to_home,48,0,-0.4685813,21.74554,-10.45536,-0.0004545681,78.71126,-0.523097,575.9995,-4.712357,546.9863,01/07/2024,11:20:30,,01/07/2024,11:30:03,
19398,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9995,-4.712657,546.9863,01/07/2024,11:20:30,,01/07/2024,11:30:03,
19519,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9999,-4.711302,546.9855,01/07/2024,11:20:30,,01/07/2024,11:30:03,
19640,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71111,-0.5230376,575.9997,-4.711601,546.9863,01/07/2024,11:20:30,,01/07/2024,11:30:03,
19761,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.523097,575.9997,-4.712358,546.9863,01/07/2024,11:20:31,,01/07/2024,11:30:04,
19882,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9996,-4.7113,546.9863,01/07/2024,11:20:31,,01/07/2024,11:30:04,
20003,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9997,-4.712659,546.9863,01/07/2024,11:20:31,,01/07/2024,11:30:04,
20124,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45536,-0.0007247237,78.71111,-0.5228668,576,-4.712661,546.9871,01/07/2024,11:20:31,,01/07/2024,11:30:04,
20245,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9998,-4.7113,546.9863,01/07/2024,11:20:31,,01/07/2024,11:30:04,
20364,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9997,-4.712358,546.9863,01/07/2024,11:20:31,,01/07/2024,11:30:04,
20485,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71127,-0.5231161,575.9997,-4.712358,546.9863,01/07/2024,11:20:31,,01/07/2024,11:30:04,
20606,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,576,-4.711603,546.9871,01/07/2024,11:20:31,,01/07/2024,11:30:04,
20728,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9995,-4.712657,546.9857,01/07/2024,11:20:32,,01/07/2024,11:30:05,
20850,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.7111,-0.5230185,575.9995,-4.712657,546.9863,01/07/2024,11:20:32,,01/07/2024,11:30:05,
20969,op_change,0,to_home,48,0,-0.4686865,21.74554,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9995,-4.711299,546.9857,01/07/2024,11:20:32,,01/07/2024,11:30:05,
21091,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9995,-4.711599,546.9863,01/07/2024,11:20:32,,01/07/2024,11:30:05,
21213,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45536,-0.0007247237,78.71111,-0.5230376,575.9995,-4.711599,546.9863,01/07/2024,11:20:32,,01/07/2024,11:30:05,
21334,op_change,0,to_home,48,0,-0.4686865,21.74554,-10.45525,-0.0004545681,78.71126,-0.523097,575.9997,-4.711601,546.9863,01/07/2024,11:20:32,,01/07/2024,11:30:05,
21455,op_change,0,to_home,48,0,-0.4686865,21.74554,-10.45536,-0.0004545681,78.7111,-0.5228477,575.9998,-4.712359,546.9871,01/07/2024,11:20:32,,01/07/2024,11:30:05,
21577,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9995,-4.712657,546.9857,01/07/2024,11:20:32,,01/07/2024,11:30:05,
21696,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45536,-0.0004545681,78.71126,-0.5229263,575.9993,-4.713413,546.9857,01/07/2024,11:20:32,,01/07/2024,11:30:06,
21818,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.7111,-0.5230185,576,-4.711303,546.9871,01/07/2024,11:20:33,,01/07/2024,11:30:06,
21938,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9993,-4.711598,546.9857,01/07/2024,11:20:33,,01/07/2024,11:30:06,
22061,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5228566,575.9998,-4.7113,546.9863,01/07/2024,11:20:33,,01/07/2024,11:30:06,
22180,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45536,-0.0007247237,78.71111,-0.5228668,575.9997,-4.712358,546.9863,01/07/2024,11:20:33,,01/07/2024,11:30:06,
22303,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71127,-0.5229454,575.9998,-4.7113,546.9863,01/07/2024,11:20:33,,01/07/2024,11:30:06,
22422,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5230376,575.9995,-4.712357,546.9863,01/07/2024,11:20:33,,01/07/2024,11:30:06,
22540,op_change,0,to_home,48,0,-0.4686865,21.74533,-10.45514,-0.0004545681,78.71126,-0.5229263,575.9995,-4.711299,546.9881,01/07/2024,11:20:33,,01/07/2024,11:30:06,
22664,op_change,0,to_home,48,0,-0.4687918,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9995,-4.712357,546.9863,01/07/2024,11:20:33,,01/07/2024,11:30:06,
22785,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.71126,-0.523097,575.9995,-4.712657,546.9857,01/07/2024,11:20:34,,01/07/2024,11:30:07,
22906,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.7111,-0.5230185,575.9995,-4.711071,546.9863,01/07/2024,11:20:34,,01/07/2024,11:30:07,
23027,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9997,-4.712659,546.9863,01/07/2024,11:20:34,,01/07/2024,11:30:07,
23146,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9995,-4.712357,546.9863,01/07/2024,11:20:34,,01/07/2024,11:30:07,
23270,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.999,-4.712654,546.9866,01/07/2024,11:20:34,,01/07/2024,11:30:07,
23390,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9997,-4.712659,546.9863,01/07/2024,11:20:34,,01/07/2024,11:30:07,
23513,op_change,0,to_home,48,0,-0.4686865,21.74533,-10.45514,-0.0007247237,78.71127,-0.5229454,575.9993,-4.712355,546.9857,01/07/2024,11:20:34,,01/07/2024,11:30:07,
23634,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45536,-0.0004545681,78.71126,-0.5229263,575.9995,-4.711599,546.9863,01/07/2024,11:20:34,,01/07/2024,11:30:07,
23753,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5230376,575.9995,-4.712657,546.9863,01/07/2024,11:20:35,,01/07/2024,11:30:08,
23874,op_change,0,to_home,48,0,-0.4686865,21.74554,-10.45514,-0.0004545681,78.71126,-0.523097,575.9995,-4.712657,546.9863,01/07/2024,11:20:35,,01/07/2024,11:30:08,
23994,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9995,-4.712657,546.9863,01/07/2024,11:20:35,,01/07/2024,11:30:08,
24116,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45536,-0.0004545681,78.71126,-0.523097,575.9996,-4.7113,546.9863,01/07/2024,11:20:35,,01/07/2024,11:30:08,
24239,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9997,-4.712358,546.9863,01/07/2024,11:20:35,,01/07/2024,11:30:08,
24358,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.523097,575.9998,-4.7113,546.9863,01/07/2024,11:20:35,,01/07/2024,11:30:08,
24478,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45514,-0.0004545681,78.71126,-0.5229263,575.9995,-4.712657,546.9863,01/07/2024,11:20:35,,01/07/2024,11:30:08,
24601,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0004545681,78.71126,-0.523097,575.9995,-4.712657,546.9863,01/07/2024,11:20:35,,01/07/2024,11:30:08,
24719,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,576,-4.711603,546.9871,01/07/2024,11:20:35,,01/07/2024,11:30:09,
24841,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71111,-0.5230376,575.9997,-4.711601,546.9863,01/07/2024,11:20:36,,01/07/2024,11:30:09,
24962,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9995,-4.712357,546.9863,01/07/2024,11:20:36,,01/07/2024,11:30:09,
25085,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45536,-0.0007247237,78.71111,-0.5230376,575.9996,-4.7113,546.9863,01/07/2024,11:20:36,,01/07/2024,11:30:09,
25206,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9995,-4.711599,546.9863,01/07/2024,11:20:36,,01/07/2024,11:30:09,
25328,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9997,-4.712659,546.9863,01/07/2024,11:20:36,,01/07/2024,11:30:09,
25446,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45536,-0.0007247237,78.71127,-0.5229454,575.9995,-4.712657,546.9863,01/07/2024,11:20:36,,01/07/2024,11:30:09,
25567,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45536,-0.0004545681,78.7111,-0.5228477,575.9999,-4.71236,546.9855,01/07/2024,11:20:36,,01/07/2024,11:30:09,
25688,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9998,-4.7113,546.9863,01/07/2024,11:20:36,,01/07/2024,11:30:10,
25809,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9997,-4.712659,546.9863,01/07/2024,11:20:37,,01/07/2024,11:30:10,
25932,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45514,-0.0007247237,78.71127,-0.5229454,576.0001,-4.711304,546.9855,01/07/2024,11:20:37,,01/07/2024,11:30:10,
26051,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9995,-4.712657,546.9857,01/07/2024,11:20:37,,01/07/2024,11:30:10,
26174,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9999,-4.711603,546.9855,01/07/2024,11:20:37,,01/07/2024,11:30:10,
26294,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9997,-4.712659,546.9863,01/07/2024,11:20:37,,01/07/2024,11:30:10,
26414,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71111,-0.5228668,575.9996,-4.7113,546.9863,01/07/2024,11:20:37,,01/07/2024,11:30:10,
26537,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9995,-4.711599,546.9863,01/07/2024,11:20:37,,01/07/2024,11:30:10,
26656,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9997,-4.711601,546.9863,01/07/2024,11:20:37,,01/07/2024,11:30:10,
26777,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9998,-4.7113,546.9863,01/07/2024,11:20:38,,01/07/2024,11:30:11,
26896,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,576,-4.711303,546.9871,01/07/2024,11:20:38,,01/07/2024,11:30:11,
27018,op_change,0,to_home,48,0,-0.4686865,21.74554,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9997,-4.711601,546.9863,01/07/2024,11:20:38,,01/07/2024,11:30:11,
27137,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9999,-4.71266,546.9855,01/07/2024,11:20:38,,01/07/2024,11:30:11,
27258,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9998,-4.711301,546.9871,01/07/2024,11:20:38,,01/07/2024,11:30:11,
27379,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71111,-0.5228668,575.9996,-4.7113,546.9863,01/07/2024,11:20:38,,01/07/2024,11:30:11,
27507,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9997,-4.711601,546.9863,01/07/2024,11:20:38,,01/07/2024,11:30:11,
27623,op_change,0,to_home,48,0,-0.4686865,21.74533,-10.45514,-0.0007247237,78.71111,-0.5230376,575.9995,-4.712357,546.9863,01/07/2024,11:20:38,,01/07/2024,11:30:11,
27743,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9996,-4.712357,546.9857,01/07/2024,11:20:39,,01/07/2024,11:30:12,
27865,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9997,-4.712659,546.9863,01/07/2024,11:20:39,,01/07/2024,11:30:12,
27986,op_change,0,to_home,48,0,-0.4686865,21.74533,-10.45514,-0.0004545681,78.7111,-0.5228477,575.9993,-4.712656,546.9874,01/07/2024,11:20:39,,01/07/2024,11:30:12,
28108,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9995,-4.712657,546.9857,01/07/2024,11:20:39,,01/07/2024,11:30:12,
28228,op_change,0,to_home,48,0,-0.4685813,21.74533,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9997,-4.712358,546.9863,01/07/2024,11:20:39,,01/07/2024,11:30:12,
28349,op_change,0,to_home,48,0,-0.4685287,21.74544,-10.45514,-0.0007247237,78.71127,-0.5229454,575.9998,-4.7113,546.9863,01/07/2024,11:20:39,,01/07/2024,11:30:12,
28468,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9998,-4.712359,546.9871,01/07/2024,11:20:39,,01/07/2024,11:30:12,
28591,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9995,-4.712657,546.9863,01/07/2024,11:20:39,,01/07/2024,11:30:12,
28710,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9995,-4.712357,546.9863,01/07/2024,11:20:39,,01/07/2024,11:30:13,
28832,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0004545681,78.7111,-0.5228477,576.0002,-4.712663,546.9861,01/07/2024,11:20:40,,01/07/2024,11:30:13,
28954,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9995,-4.712357,546.9863,01/07/2024,11:20:40,,01/07/2024,11:30:13,
29075,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5230376,576.0001,-4.711304,546.9855,01/07/2024,11:20:40,,01/07/2024,11:30:13,
29194,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.7111,-0.5230185,576,-4.712361,546.9871,01/07/2024,11:20:40,,01/07/2024,11:30:13,
29317,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45536,-0.0004545681,78.71126,-0.523097,575.9997,-4.712659,546.9863,01/07/2024,11:20:40,,01/07/2024,11:30:13,
29436,op_change,0,to_home,48,0,-0.4686865,21.74554,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9997,-4.712659,546.9863,01/07/2024,11:20:40,,01/07/2024,11:30:13,
29559,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9997,-4.711601,546.9863,01/07/2024,11:20:40,,01/07/2024,11:30:13,
29680,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9997,-4.711601,546.9863,01/07/2024,11:20:40,,01/07/2024,11:30:14,
29801,op_change,0,to_home,48,0,-0.4686865,21.74554,-10.45525,-0.0004545681,78.71126,-0.523097,575.9997,-4.712358,546.9863,01/07/2024,11:20:41,,01/07/2024,11:30:14,
29922,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9997,-4.711601,546.9863,01/07/2024,11:20:41,,01/07/2024,11:30:14,
30044,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45536,-0.0007247237,78.71111,-0.5228668,576.0002,-4.712663,546.9861,01/07/2024,11:20:41,,01/07/2024,11:30:14,
30164,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9999,-4.713719,546.9855,01/07/2024,11:20:41,,01/07/2024,11:30:14,
30283,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.7111,-0.5230185,575.9995,-4.712357,546.9863,01/07/2024,11:20:41,,01/07/2024,11:30:14,
30406,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71111,-0.5230376,575.9997,-4.711601,546.9863,01/07/2024,11:20:41,,01/07/2024,11:30:14,
30527,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45514,-0.0007247237,78.71127,-0.5229454,575.9996,-4.712358,546.9881,01/07/2024,11:20:41,,01/07/2024,11:30:14,
30648,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9995,-4.711299,546.9857,01/07/2024,11:20:41,,01/07/2024,11:30:14,
30768,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.523097,575.9995,-4.712357,546.9863,01/07/2024,11:20:42,,01/07/2024,11:30:15,
30889,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.7111,-0.522759,575.9997,-4.711601,546.9863,01/07/2024,11:20:42,,01/07/2024,11:30:15,
31011,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9997,-4.712659,546.9863,01/07/2024,11:20:42,,01/07/2024,11:30:15,
31131,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9997,-4.712358,546.9863,01/07/2024,11:20:42,,01/07/2024,11:30:15,
31252,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9997,-4.712358,546.9863,01/07/2024,11:20:42,,01/07/2024,11:30:15,
31372,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,576,-4.712661,546.9871,01/07/2024,11:20:42,,01/07/2024,11:30:15,
31495,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71111,-0.5228668,575.9998,-4.7113,546.9863,01/07/2024,11:20:42,,01/07/2024,11:30:15,
31618,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45514,-0.0007247237,78.71111,-0.5228668,575.9995,-4.712357,546.9863,01/07/2024,11:20:42,,01/07/2024,11:30:15,
31736,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,576.0001,-4.712361,546.9855,01/07/2024,11:20:43,,01/07/2024,11:30:16,
31857,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9995,-4.712357,546.9863,01/07/2024,11:20:43,,01/07/2024,11:30:16,
31978,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9997,-4.711601,546.9863,01/07/2024,11:20:43,,01/07/2024,11:30:16,
32098,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45536,-0.0007247237,78.71127,-0.5229454,575.9998,-4.7113,546.9863,01/07/2024,11:20:43,,01/07/2024,11:30:16,
32224,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9997,-4.711601,546.9863,01/07/2024,11:20:43,,01/07/2024,11:30:16,
32341,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45536,-0.0004545681,78.71126,-0.5229263,575.9995,-4.712357,546.9863,01/07/2024,11:20:43,,01/07/2024,11:30:16,
32464,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9997,-4.712358,546.9863,01/07/2024,11:20:43,,01/07/2024,11:30:16,
32584,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.523097,575.9997,-4.711601,546.9863,01/07/2024,11:20:43,,01/07/2024,11:30:16,
32707,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9997,-4.712659,546.9863,01/07/2024,11:20:43,,01/07/2024,11:30:17,
32824,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5230376,575.9998,-4.7113,546.9863,01/07/2024,11:20:44,,01/07/2024,11:30:17,
32945,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45514,-0.0007247237,78.71111,-0.5228668,575.9993,-4.711598,546.9857,01/07/2024,11:20:44,,01/07/2024,11:30:17,
33066,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71111,-0.5230376,575.9997,-4.713717,546.9863,01/07/2024,11:20:44,,01/07/2024,11:30:17,
33185,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0004545681,78.7111,-0.5228477,575.9998,-4.7113,546.9863,01/07/2024,11:20:44,,01/07/2024,11:30:17,
33309,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9996,-4.7113,546.9863,01/07/2024,11:20:44,,01/07/2024,11:30:17,
33429,op_change,0,to_home,48,0,-0.4685813,21.74533,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9995,-4.712357,546.9863,01/07/2024,11:20:44,,01/07/2024,11:30:17,
33551,op_change,0,to_home,48,0,-0.4685813,21.74554,-10.45525,-0.0004545681,78.71126,-0.523097,575.9996,-4.7113,546.9863,01/07/2024,11:20:44,,01/07/2024,11:30:17,
33672,op_change,0,to_home,48,0,-0.4685813,21.74554,-10.45525,-0.0004545681,78.7111,-0.5230185,575.9997,-4.712358,546.9863,01/07/2024,11:20:44,,01/07/2024,11:30:17,
33795,op_change,0,to_home,0,0,-0.4686865,21.74544,-10.45536,-0.0004545681,78.7111,-0.5228477,575.9995,-4.711599,546.9863,01/07/2024,11:20:45,,01/07/2024,11:30:18,
33988,op_change,0,,0,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71111,-0.5230376,575.9998,-4.7113,546.9863,01/07/2024,11:20:45,,01/07/2024,11:30:18,
34115,op_change,0,,0,0,-0.4685813,21.74544,-10.45536,-0.0007247237,78.71127,-0.5229454,575.9995,-4.712357,546.9863,01/07/2024,11:20:45,,01/07/2024,11:30:18,
34230,op_change,0,,0,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9997,-4.712659,546.9863,01/07/2024,11:20:45,,01/07/2024,11:30:18,
34350,op_change,0,,0,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,576.0001,-4.712361,546.9855,01/07/2024,11:20:45,,01/07/2024,11:30:18,
34470,op_change,0,,0,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.7111,-0.5230185,575.9995,-4.712357,546.9863,01/07/2024,11:20:45,,01/07/2024,11:30:18,
34591,op_change,0,,0,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9995,-4.711599,546.9863,01/07/2024,11:20:45,,01/07/2024,11:30:18,
34710,op_change,0,,0,0,-0.4685813,21.74544,-10.45536,-0.0004545681,78.71126,-0.523097,575.9998,-4.711301,546.9871,01/07/2024,11:20:45,,01/07/2024,11:30:19,
34832,op_change,0,,0,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9997,-4.713717,546.9863,01/07/2024,11:20:46,,01/07/2024,11:30:19,
